model,rank,feature,shap_value,feature_value
XGBoost-biophysical,1,cdr3_W,-2.7264795303344727,2.0
XGBoost-biophysical,1,cdr3_W,1.2134296894073486,0.0
XGBoost-biophysical,1,cdr3_W,0.7980049848556519,0.0
XGBoost-biophysical,1,cdr3_W,1.1474180221557615,0.0
XGBoost-biophysical,1,cdr3_W,1.3229955434799194,0.0
XGBoost-biophysical,1,cdr3_W,0.9921507835388184,0.0
XGBoost-biophysical,1,cdr3_W,0.7554747462272644,0.0
XGBoost-biophysical,1,cdr3_W,1.2128568887710571,0.0
XGBoost-biophysical,1,cdr3_W,-2.0258069038391113,1.0
XGBoost-biophysical,1,cdr3_W,0.7633631229400635,0.0
XGBoost-biophysical,1,cdr3_W,0.5356341004371643,0.0
XGBoost-biophysical,1,cdr3_W,1.1328468322753906,0.0
XGBoost-biophysical,1,cdr3_W,0.963501513004303,0.0
XGBoost-biophysical,1,cdr3_W,-0.9547145962715148,1.0
XGBoost-biophysical,1,cdr3_W,1.2354923486709597,0.0
XGBoost-biophysical,1,cdr3_W,0.8172355890274048,0.0
XGBoost-biophysical,1,cdr3_W,1.2539671659469604,0.0
XGBoost-biophysical,1,cdr3_W,1.0318104028701782,0.0
XGBoost-biophysical,1,cdr3_W,0.9235301613807678,0.0
XGBoost-biophysical,1,cdr3_W,0.99446040391922,0.0
XGBoost-biophysical,1,cdr3_W,0.7285621166229248,0.0
XGBoost-biophysical,1,cdr3_W,1.2143234014511108,0.0
XGBoost-biophysical,1,cdr3_W,-2.391716241836548,1.0
XGBoost-biophysical,1,cdr3_W,1.0079432725906372,0.0
XGBoost-biophysical,1,cdr3_W,1.394397854804993,0.0
XGBoost-biophysical,1,cdr3_W,1.1556001901626587,0.0
XGBoost-biophysical,1,cdr3_W,-0.8077250719070435,1.0
XGBoost-biophysical,1,cdr3_W,-2.591888427734375,1.0
XGBoost-biophysical,1,cdr3_W,-1.0817162990570068,1.0
XGBoost-biophysical,1,cdr3_W,-2.670807361602783,1.0
XGBoost-biophysical,1,cdr3_W,-2.4819672107696533,1.0
XGBoost-biophysical,1,cdr3_W,-2.5928268432617188,1.0
XGBoost-biophysical,1,cdr3_W,-3.1402289867401123,2.0
XGBoost-biophysical,1,cdr3_W,1.1460239887237549,0.0
XGBoost-biophysical,1,cdr3_W,1.3606125116348269,0.0
XGBoost-biophysical,1,cdr3_W,1.092334270477295,0.0
XGBoost-biophysical,1,cdr3_W,-1.957316279411316,1.0
